dataset_id,version_from,version_to,code,is_breaking
adalat-ai/fleurs-ro,871124da075ea66892012ccc856b3f655b751d18,b952d79e607b5b1bf4d32e3b0ab394b838345439,C421,False
adalat-ai/fleurs-ro,dd20a44668cc254acaba0fa4665b185721dcb8d4,623564fd231805c28051e01c2ae10d0a7d84295b,C223,True
adalat-ai/fleurs-ro,dd20a44668cc254acaba0fa4665b185721dcb8d4,623564fd231805c28051e01c2ae10d0a7d84295b,C223,True
adalat-ai/fleurs-ro,dd20a44668cc254acaba0fa4665b185721dcb8d4,623564fd231805c28051e01c2ae10d0a7d84295b,C223,True
adalat-ai/fleurs-ro,4f2735f649381ab8906173618da925961e02f99c,55365c72f6b6b1dbe0392bbc115b959ee5912859,C421,False
adalat-ai/fleurs-ro,c6ad290114e363b4160b85944f2f674841d3f498,4f2735f649381ab8906173618da925961e02f99c,C421,False
adalat-ai/fleurs-ro,f881e7e86d68d7b36d4470480368d83a3125be6f,c6ad290114e363b4160b85944f2f674841d3f498,C421,False
theayos/libero_spatial_image,78332b61fc7b8c46b4703b559b5769c2a58c2278,f92046e46553129a41bc7efb1ee38e07e1c95c9b,C421,False
theayos/libero_spatial_image,78332b61fc7b8c46b4703b559b5769c2a58c2278,f92046e46553129a41bc7efb1ee38e07e1c95c9b,C421,False
theayos/libero_spatial_image,78332b61fc7b8c46b4703b559b5769c2a58c2278,f92046e46553129a41bc7efb1ee38e07e1c95c9b,C421,False
theayos/libero_spatial_image,78332b61fc7b8c46b4703b559b5769c2a58c2278,f92046e46553129a41bc7efb1ee38e07e1c95c9b,C421,False
theayos/libero_spatial_image,78332b61fc7b8c46b4703b559b5769c2a58c2278,f92046e46553129a41bc7efb1ee38e07e1c95c9b,C421,False
theayos/libero_spatial_image,2e1e73a7059b9abf14059a8586575ef01e1c8e54,78332b61fc7b8c46b4703b559b5769c2a58c2278,C422,False
theayos/libero_spatial_image,2e1e73a7059b9abf14059a8586575ef01e1c8e54,78332b61fc7b8c46b4703b559b5769c2a58c2278,C422,False
theayos/libero_spatial_image,2e1e73a7059b9abf14059a8586575ef01e1c8e54,78332b61fc7b8c46b4703b559b5769c2a58c2278,C422,False
theayos/libero_spatial_image,2e1e73a7059b9abf14059a8586575ef01e1c8e54,78332b61fc7b8c46b4703b559b5769c2a58c2278,C422,False
theayos/libero_spatial_image,2e1e73a7059b9abf14059a8586575ef01e1c8e54,78332b61fc7b8c46b4703b559b5769c2a58c2278,C422,False
joung/example_dataset,94e44d35358700f27fabe3253064546c046e6cbb,88cd7edc2c29df668560e0c7429e17a49e136f29,C421,False
joung/example_dataset,d9cfe0aecba1db7adf948071e8a40681d51009ac,94e44d35358700f27fabe3253064546c046e6cbb,C421,False
joung/example_dataset,9692fb09eacb2f72ba46a19dc3010d245dae2765,d9cfe0aecba1db7adf948071e8a40681d51009ac,C421,False
joung/example_dataset,309bd72f8269b0a09f0ad69208e1e8dbc22ff6fa,9692fb09eacb2f72ba46a19dc3010d245dae2765,C421,False
joung/example_dataset,564e18673fa7c97304ac05c6607f659b9b973ac9,309bd72f8269b0a09f0ad69208e1e8dbc22ff6fa,C421,False
joung/example_dataset,fa5569753b7fe669cf210ea425cb1662a4729f60,564e18673fa7c97304ac05c6607f659b9b973ac9,C421,False
joung/example_dataset,958d4959ab05ed400106ca3dc5204061e2327fca,fa5569753b7fe669cf210ea425cb1662a4729f60,C421,False
joung/example_dataset,4b1c8dde6aeab5116539d1a1fbca7bde3fb7b56c,958d4959ab05ed400106ca3dc5204061e2327fca,C421,False
joung/example_dataset,37c1faff37e4aecbdb3e815285687439f1a56aa9,4b1c8dde6aeab5116539d1a1fbca7bde3fb7b56c,C421,False
joung/example_dataset,5be7fd758b82737822e237e20199e37d66603fb6,37c1faff37e4aecbdb3e815285687439f1a56aa9,C421,False
joung/example_dataset,5af2e4e5255dddbc4bc361067b66e7b6db176743,5be7fd758b82737822e237e20199e37d66603fb6,C421,False
joung/example_dataset,f70f4fb1506c65e31d5ed776c90bca91482e16da,5af2e4e5255dddbc4bc361067b66e7b6db176743,C421,False
joung/example_dataset,88075942759a31bade788f08de29ebc7cbd78406,f70f4fb1506c65e31d5ed776c90bca91482e16da,C421,False
joung/example_dataset,721abec00dcf53c86ebe1b01e9d9d5f1d2d24404,88075942759a31bade788f08de29ebc7cbd78406,C421,False
joung/example_dataset,15c0e0c417d6fdcd4e309ac8b9b596cb581fd44e,721abec00dcf53c86ebe1b01e9d9d5f1d2d24404,C421,False
joung/example_dataset,02fab48ce4e5ae329dfe298720ef5bfc1ba1759a,15c0e0c417d6fdcd4e309ac8b9b596cb581fd44e,C421,False
edinburghcstr/ami,831ea5d6035059ce66bf14f13e5ccdb222db48f9,bb43445902f62021034a54b1cb2f014553823b08,C421,False
edinburghcstr/ami,831ea5d6035059ce66bf14f13e5ccdb222db48f9,bb43445902f62021034a54b1cb2f014553823b08,C421,False
edinburghcstr/ami,831ea5d6035059ce66bf14f13e5ccdb222db48f9,bb43445902f62021034a54b1cb2f014553823b08,C421,False
edinburghcstr/ami,831ea5d6035059ce66bf14f13e5ccdb222db48f9,bb43445902f62021034a54b1cb2f014553823b08,C421,False
